,param,initial_risk,intervention,cumlative_risk,travel_time,request_time
164,param_2_high_perf,"[0.25, 0.75]","[0, -1]",0,0,0
165,param_2_high_perf,"[0.25, 1.0]","[0, -1]",0,0,0
166,param_2_high_perf,"[0.5, 0.5]","[0, -1]",0,0,-4
167,param_2_high_perf,"[0.5, 0.75]","[0, -1]",0,0,-4
168,param_2_high_perf,"[0.5, 1.0]","[0, -1]",0,0,-4
169,param_2_high_perf,"[0.75, 0.5]","[0, -1]",0,0,-4
170,param_2_high_perf,"[0.75, 0.75]","[0, -1]",0,0,-4
171,param_2_high_perf,"[0.75, 1.0]","[0, -1]",0,0,-4
172,param_2_high_perf,"[1.0, 0.5]","[0, -1]",0,0,-4
173,param_2_high_perf,"[1.0, 0.75]","[0, -1]",0,0,-4
174,param_2_high_perf,"[1.0, 1.0]","[0, -1]",0,0,-4
175,param_2_high_perf,"[0.0, 0.0]","[0, 0]",0,-12,-12
176,param_2_high_perf,"[0.25, 0.0]","[0, 0]",0,-7,-8
177,param_2_high_perf,"[0.0, 0.25]","[0, 0]",0,-7,-8
178,param_2_high_perf,"[0.25, 0.25]","[0, 0]",0,-7,-4
179,param_2_high_perf,"[0.5, 0.0]","[0, 0]",0,-4,-12
180,param_2_high_perf,"[0.5, 0.25]","[0, 0]",0,-4,-8
181,param_2_high_perf,"[0.75, 0.0]","[0, 0]",0,-4,-12
182,param_2_high_perf,"[0.75, 0.25]","[0, 0]",0,-4,-8
183,param_2_high_perf,"[1.0, 0.0]","[0, 0]",0,-4,-12
184,param_2_high_perf,"[1.0, 0.25]","[0, 0]",0,-4,-8
185,param_2_high_perf,"[0.0, 0.5]","[0, 0]",0,-7,-8
186,param_2_high_perf,"[0.0, 0.75]","[0, 0]",0,-7,-8
187,param_2_high_perf,"[0.0, 1.0]","[0, 0]",0,-7,-8
188,param_2_high_perf,"[0.25, 0.5]","[0, 0]",0,-7,-4
189,param_2_high_perf,"[0.25, 0.75]","[0, 0]",0,-7,-4
190,param_2_high_perf,"[0.25, 1.0]","[0, 0]",0,-7,-4
191,param_2_high_perf,"[0.5, 0.5]","[0, 0]",0,-4,-8
192,param_2_high_perf,"[0.5, 0.75]","[0, 0]",0,-4,-8
193,param_2_high_perf,"[0.5, 1.0]","[0, 0]",0,-4,-8
194,param_2_high_perf,"[0.75, 0.5]","[0, 0]",0,-4,-8
195,param_2_high_perf,"[0.75, 0.75]","[0, 0]",0,-4,-8
196,param_2_high_perf,"[0.75, 1.0]","[0, 0]",0,-4,-8
197,param_2_high_perf,"[1.0, 0.5]","[0, 0]",0,-4,-8
198,param_2_high_perf,"[1.0, 0.75]","[0, 0]",0,-4,-8
199,param_2_high_perf,"[1.0, 1.0]","[0, 0]",0,-4,-8
200,param_3_high_perf,"[0.0, 0.0]","[-1, -1]",0,-18,-12
201,param_3_high_perf,"[0.25, 0.0]","[-1, -1]",0,-10,-8
202,param_3_high_perf,"[0.0, 0.25]","[-1, -1]",0,-7,-4
203,param_3_high_perf,"[0.25, 0.25]","[-1, -1]",0,0,4
204,param_3_high_perf,"[0.5, 0.0]","[-1, -1]",0,-10,-12
205,param_3_high_perf,"[0.5, 0.25]","[-1, -1]",0,0,0
206,param_3_high_perf,"[0.75, 0.0]","[-1, -1]",0,-10,-12
207,param_3_high_perf,"[0.75, 0.25]","[-1, -1]",0,0,0
208,param_3_high_perf,"[1.0, 0.0]","[-1, -1]",0,-10,-12
209,param_3_high_perf,"[1.0, 0.25]","[-1, -1]",0,0,0
210,param_3_high_perf,"[0.0, 0.5]","[-1, -1]",0,-7,-4
211,param_3_high_perf,"[0.0, 0.75]","[-1, -1]",0,-7,-4
212,param_3_high_perf,"[0.0, 1.0]","[-1, -1]",0,-7,-4
213,param_3_high_perf,"[0.25, 0.5]","[-1, -1]",0,0,4
214,param_3_high_perf,"[0.25, 0.75]","[-1, -1]",0,0,4
215,param_3_high_perf,"[0.25, 1.0]","[-1, -1]",0,0,4
216,param_3_high_perf,"[0.5, 0.5]","[-1, -1]",0,0,0
217,param_3_high_perf,"[0.5, 0.75]","[-1, -1]",0,0,0
218,param_3_high_perf,"[0.5, 1.0]","[-1, -1]",0,0,0
219,param_3_high_perf,"[0.75, 0.5]","[-1, -1]",0,0,0
220,param_3_high_perf,"[0.75, 0.75]","[-1, -1]",0,0,0
221,param_3_high_perf,"[0.75, 1.0]","[-1, -1]",0,0,0
222,param_3_high_perf,"[1.0, 0.5]","[-1, -1]",0,0,0
223,param_3_high_perf,"[1.0, 0.75]","[-1, -1]",0,0,0
224,param_3_high_perf,"[1.0, 1.0]","[-1, -1]",0,0,0
225,param_3_high_perf,"[0.0, 0.0]","[-1, 0]",0,-12,-12
226,param_3_high_perf,"[0.25, 0.0]","[-1, 0]",0,-4,-8
227,param_3_high_perf,"[0.0, 0.25]","[-1, 0]",0,-10,-8
228,param_3_high_perf,"[0.25, 0.25]","[-1, 0]",0,-4,-4
229,param_3_high_perf,"[0.5, 0.0]","[-1, 0]",0,-4,-12
230,param_3_high_perf,"[0.5, 0.25]","[-1, 0]",0,-4,-8
231,param_3_high_perf,"[0.75, 0.0]","[-1, 0]",0,-4,-12
232,param_3_high_perf,"[0.75, 0.25]","[-1, 0]",0,-4,-8
233,param_3_high_perf,"[1.0, 0.0]","[-1, 0]",0,-4,-12
234,param_3_high_perf,"[1.0, 0.25]","[-1, 0]",0,-4,-8
235,param_3_high_perf,"[0.0, 0.5]","[-1, 0]",0,-10,-8
