,param,initial_risk,intervention,cumlative_risk,travel_time,request_time
193,param_2_low_perf,"[0.5, 1.0]","[0, 0]",-2,4,-12
194,param_2_low_perf,"[0.75, 0.5]","[0, 0]",-2,-3,-5
195,param_2_low_perf,"[0.75, 0.75]","[0, 0]",-2,-3,-5
196,param_2_low_perf,"[0.75, 1.0]","[0, 0]",-2,4,-12
197,param_2_low_perf,"[1.0, 0.5]","[0, 0]",-2,-3,-5
198,param_2_low_perf,"[1.0, 0.75]","[0, 0]",-2,-3,-5
199,param_2_low_perf,"[1.0, 1.0]","[0, 0]",-2,4,-12
200,param_3_low_perf,"[0.0, 0.0]","[-1, -1]",0,-18,-12
201,param_3_low_perf,"[0.25, 0.0]","[-1, -1]",0,-10,-6
202,param_3_low_perf,"[0.0, 0.25]","[-1, -1]",1,-17,-11
203,param_3_low_perf,"[0.25, 0.25]","[-1, -1]",1,-5,-2
204,param_3_low_perf,"[0.5, 0.0]","[-1, -1]",0,-10,-12
205,param_3_low_perf,"[0.5, 0.25]","[-1, -1]",1,-5,-8
206,param_3_low_perf,"[0.75, 0.0]","[-1, -1]",0,-10,-12
207,param_3_low_perf,"[0.75, 0.25]","[-1, -1]",1,-5,-8
208,param_3_low_perf,"[1.0, 0.0]","[-1, -1]",0,-10,-12
209,param_3_low_perf,"[1.0, 0.25]","[-1, -1]",1,-5,-8
210,param_3_low_perf,"[0.0, 0.5]","[-1, -1]",0,-7,-5
211,param_3_low_perf,"[0.0, 0.75]","[-1, -1]",0,-7,-5
212,param_3_low_perf,"[0.0, 1.0]","[-1, -1]",0,-7,-12
213,param_3_low_perf,"[0.25, 0.5]","[-1, -1]",0,0,1
214,param_3_low_perf,"[0.25, 0.75]","[-1, -1]",0,0,1
215,param_3_low_perf,"[0.25, 1.0]","[-1, -1]",0,0,-6
216,param_3_low_perf,"[0.5, 0.5]","[-1, -1]",0,0,-5
217,param_3_low_perf,"[0.5, 0.75]","[-1, -1]",0,0,-5
218,param_3_low_perf,"[0.5, 1.0]","[-1, -1]",0,0,-12
219,param_3_low_perf,"[0.75, 0.5]","[-1, -1]",0,0,-5
220,param_3_low_perf,"[0.75, 0.75]","[-1, -1]",0,0,-5
221,param_3_low_perf,"[0.75, 1.0]","[-1, -1]",0,0,-12
222,param_3_low_perf,"[1.0, 0.5]","[-1, -1]",0,0,-5
223,param_3_low_perf,"[1.0, 0.75]","[-1, -1]",0,0,-5
224,param_3_low_perf,"[1.0, 1.0]","[-1, -1]",0,0,-12
225,param_3_low_perf,"[0.0, 0.0]","[-1, 0]",-1,-12,-12
226,param_3_low_perf,"[0.25, 0.0]","[-1, 0]",-1,-4,-6
227,param_3_low_perf,"[0.0, 0.25]","[-1, 0]",0,-11,-11
228,param_3_low_perf,"[0.25, 0.25]","[-1, 0]",0,1,-2
229,param_3_low_perf,"[0.5, 0.0]","[-1, 0]",-1,-4,-12
230,param_3_low_perf,"[0.5, 0.25]","[-1, 0]",0,1,-8
231,param_3_low_perf,"[0.75, 0.0]","[-1, 0]",-1,-4,-12
232,param_3_low_perf,"[0.75, 0.25]","[-1, 0]",0,1,-8
233,param_3_low_perf,"[1.0, 0.0]","[-1, 0]",-1,-4,-12
234,param_3_low_perf,"[1.0, 0.25]","[-1, 0]",0,1,-8
235,param_3_low_perf,"[0.0, 0.5]","[-1, 0]",-1,-4,-5
236,param_3_low_perf,"[0.0, 0.75]","[-1, 0]",-1,-4,-5
237,param_3_low_perf,"[0.0, 1.0]","[-1, 0]",-1,-1,-12
238,param_3_low_perf,"[0.25, 0.5]","[-1, 0]",-1,-3,1
239,param_3_low_perf,"[0.25, 0.75]","[-1, 0]",-1,-3,1
240,param_3_low_perf,"[0.25, 1.0]","[-1, 0]",-1,6,-6
241,param_3_low_perf,"[0.5, 0.5]","[-1, 0]",-1,-4,-5
242,param_3_low_perf,"[0.5, 0.75]","[-1, 0]",-1,-4,-5
243,param_3_low_perf,"[0.5, 1.0]","[-1, 0]",-1,6,-12
244,param_3_low_perf,"[0.75, 0.5]","[-1, 0]",-1,-4,-5
245,param_3_low_perf,"[0.75, 0.75]","[-1, 0]",-1,-4,-5
246,param_3_low_perf,"[0.75, 1.0]","[-1, 0]",-1,6,-12
247,param_3_low_perf,"[1.0, 0.5]","[-1, 0]",-1,-4,-5
248,param_3_low_perf,"[1.0, 0.75]","[-1, 0]",-1,-4,-5
249,param_3_low_perf,"[1.0, 1.0]","[-1, 0]",-1,6,-12
250,param_3_low_perf,"[0.0, 0.0]","[0, -1]",-1,-16,-12
251,param_3_low_perf,"[0.25, 0.0]","[0, -1]",0,-9,-6
